id,idempotency_token,from_user_id,from_account_id,from_address,from_amount,from_token_id,to_user_id,to_account_id,to_address,to_amount,to_token_id,exchange_rate,exchange_rate_calculated_at,exchange_pair_id,exchange_account_id,exchange_wallet_address,metadata,encrypted_metadata,status,error_code,error_description,created_at,updated_at
txn_01cydv4z10e5j5p0svexg8x5cy,575481,,,fnce636119703054,981804713462703232,,,,wbjk464278239268,981804713462703232,,,,,,,{},{},confirmed,,,2018-12-11T05:17:04.928617Z,2018-12-11T05:17:09.734212Z
txn_01cy1krdmy7f175e3pv1qhr6r3,fc7318f5-2460-42aa-810f-95ee09b5547c,,,fnce636119703054,4000000000000000000000,,,,snuk501701774831,4000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.702612Z,2018-12-06T11:17:00.716786Z
txn_01cy1krdpms11s03qazrkjwy6p,aa7965d5-b5d8-42ac-9d2a-5a1812296645,,,fnce636119703054,3000000000000000000000,,,,cyxu763907924179,3000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.756780Z,2018-12-06T11:17:00.776278Z
txn_01cy1krdqhszbeb4b7zfk2yk6p,9c9e9bf3-0cc5-4b37-8e3c-6a34a42dac48,,,fnce636119703054,3000000000000000000000,,,,cyxu763907924179,3000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.785519Z,2018-12-06T11:17:00.801220Z
txn_01cy1krdsxyzq55fydcmrtf68w,0cffbce0-99ca-45d9-b53c-89ba8233c2a4,,,fnce636119703054,8000000000000000000000,,,,mbzc860641429583,8000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.861231Z,2018-12-06T11:17:00.874480Z
txn_01cy1krdvpqcj0s4bpc55n9g82,85b21c7c-f4ea-4bf7-bccd-c29b7e44f7bf,,,fnce636119703054,1000000000000000000000,,,,mbzc860641429583,1000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.918919Z,2018-12-06T11:17:00.926251Z
txn_01cy1krdxsmvkwzqve25wkaqeg,2978c347-4c22-4f8e-a23d-cda918ff417d,,,fnce636119703054,10000000000000000000000,,,,rgrx373795235270,10000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.985716Z,2018-12-06T11:17:00.995627Z
txn_01cy1kre40xzk7b7m7p5frwhxw,03e6ec21-3d1b-4927-83b7-1f9a59994499,,,cyxu763907924179,41000000000000000000,,,,fnce636119703054,41000000000000000000,,1.0,2018-12-06T11:17:01.182909Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.184127Z,2018-12-06T11:17:01.194341Z
txn_01cy1krea7n33nzr3p83v3kpz5,78803b84-96cb-486e-bf9a-da6f04c0aac4,,,fnce636119703054,88000000000000000000,,,,cyxu763907924179,88000000000000000000,,1.0,2018-12-06T11:17:01.382891Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.383677Z,2018-12-06T11:17:01.390647Z
txn_01cy1kreav0m3454ha7ahb299d,ede923c0-24c7-432b-9d99-faedde070584,,,fnce636119703054,76000000000000000000,,,,snuk501701774831,76000000000000000000,,1.0,2018-12-06T11:17:01.402270Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.403081Z,2018-12-06T11:17:01.411006Z
txn_01cy1krecqz7zh0tpbj39p1rdg,6f8a36df-7b44-488d-909e-3f99e13efa67,,,fnce636119703054,42000000000000000000,,,,cyxu763907924179,42000000000000000000,,1.0,2018-12-06T11:17:01.462596Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.463256Z,2018-12-06T11:17:01.469820Z
txn_01cy1krdr7zg8svcsp0p8trmna,b529c9d4-b792-44f2-9c4c-3637d217c2f8,,,fnce636119703054,8000000000000000000000,,,,cyxu763907924179,8000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.807766Z,2018-12-06T11:17:00.828786Z
txn_01cydtzcbe4zx7qpf0mywxfrkj,8990083,,,fnce636119703054,105790389701775680,,,,whfm199358818972,105790389701775680,,,,,,,{},{},confirmed,,,2018-12-11T05:14:01.966898Z,2018-12-11T05:14:01.989319Z
txn_01cydtzkx24f0afkk27ds2xczg,2720915,,,fnce636119703054,672882365158671744,,,,whfm199358818972,672882365158671744,,,,,,,{},{},confirmed,,,2018-12-11T05:14:09.698366Z,2018-12-11T05:14:09.714079Z
txn_01cydtzm9sns78gfygq10b48sh,182763,,,fnce636119703054,359028167106022784,,,,whfm199358818972,359028167106022784,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.105118Z,2018-12-11T05:14:10.124170Z
txn_01cydtzmsxahb99f4f16es8atn,8197753,,,fnce636119703054,739212640301001088,,,,whfm199358818972,739212640301001088,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.621555Z,2018-12-11T05:14:10.648977Z
txn_01cydtzmx36jhhjvgvv1gfex0x,1853366,,,fnce636119703054,84674383535764960,,,,whfm199358818972,84674383535764960,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.723284Z,2018-12-11T05:14:10.768811Z
txn_01cydtzn6yrdtmcv4hrfrhrf2k,9052419,,,fnce636119703054,37766597454013896,,,,whfm199358818972,37766597454013896,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.039015Z,2018-12-11T05:14:11.056817Z
txn_01cydtzn9sj3x59eagra1a3pdq,1774161,,,fnce636119703054,324836205880885824,,,,whfm199358818972,324836205880885824,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.129099Z,2018-12-11T05:14:11.158149Z
txn_01cydtznk9j5ddje1hp9155rc8,9983623,,,fnce636119703054,102219761473966608,,,,whfm199358818972,102219761473966608,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.433199Z,2018-12-11T05:14:11.463443Z
txn_01cydtznwza3cdefbfm99f16z0,1592747,,,fnce636119703054,126144097682405872,,,,whfm199358818972,126144097682405872,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.743810Z,2018-12-11T05:14:11.766752Z
txn_01cydtzp033v4es2ar1h080z3z,8859854,,,fnce636119703054,199230414453640864,,,,whfm199358818972,199230414453640864,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.843319Z,2018-12-11T05:14:11.862441Z
txn_01cydtzp0355ehkxcnpyye16q0,506062,,,fnce636119703054,828475495462758016,,,,whfm199358818972,828475495462758016,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.843544Z,2018-12-11T05:14:11.871023Z
txn_01cy1krds30gbqyccdbpzsq8rs,2e8e94f0-20e7-41c4-ae8a-6bd55934a943,,,fnce636119703054,10000000000000000000000,,,,cyxu763907924179,10000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.835922Z,2018-12-06T11:17:00.847528Z
txn_01cy1krdw6bpzs2s9jr8ar4yrp,320ea0a3-30b2-4409-8729-9b42a763eb92,,,fnce636119703054,10000000000000000000000,,,,rgrx373795235270,10000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.934069Z,2018-12-06T11:17:00.949391Z
txn_01cydtzceyxgs0tn0nxpqzkg7v,3961095,,,fnce636119703054,662415681242106496,,,,whfm199358818972,662415681242106496,,,,,,,{},{},confirmed,,,2018-12-11T05:14:02.078409Z,2018-12-11T05:14:02.105524Z
txn_01cydtzm08j062hjpr3pt5n8tw,4293947,,,fnce636119703054,489075000194888896,,,,whfm199358818972,489075000194888896,,,,,,,{},{},confirmed,,,2018-12-11T05:14:09.800428Z,2018-12-11T05:14:09.812062Z
txn_01cydtzm6j551az3yvz739as0m,5130103,,,fnce636119703054,315198314630841664,,,,whfm199358818972,315198314630841664,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.002911Z,2018-12-11T05:14:10.019641Z
txn_01cydtzmcyavvwcna0tq77sfcc,8955238,,,fnce636119703054,893396653939787392,,,,whfm199358818972,893396653939787392,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.206459Z,2018-12-11T05:14:10.230576Z
txn_01cydtzmg1h7r37e0tfta6amr6,2591591,,,fnce636119703054,62990631629642360,,,,whfm199358818972,62990631629642360,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.305505Z,2018-12-11T05:14:10.334485Z
txn_01cydtzmke2wfxwpedkkjn3m1d,1914475,,,fnce636119703054,964708198930435200,,,,whfm199358818972,964708198930435200,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.414074Z,2018-12-11T05:14:10.426051Z
txn_01cydtzmsxkhw0hssnvn0zb08z,4959623,,,fnce636119703054,645356198708812416,,,,whfm199358818972,645356198708812416,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.621372Z,2018-12-11T05:14:10.642839Z
txn_01cydtzng8cfrw9p1x0gtfd212,8907434,,,fnce636119703054,771622214649462656,,,,whfm199358818972,771622214649462656,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.336373Z,2018-12-11T05:14:11.347759Z
txn_01cydtznsyd4bqbxts4w2kjs1j,1667836,,,fnce636119703054,686078774112153472,,,,whfm199358818972,686078774112153472,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.646262Z,2018-12-11T05:14:11.664434Z
txn_01cydtznwzhdvjhvhrr3ww8bb1,1401234,,,fnce636119703054,540326280449381056,,,,whfm199358818972,540326280449381056,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.743820Z,2018-12-11T05:14:11.760802Z
txn_01cy1krdtzpnn4fbhs03mjt669,43c6d4dc-62ac-4d9a-9605-26797bdb40c9,,,fnce636119703054,5000000000000000000000,,,,mbzc860641429583,5000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.895350Z,2018-12-06T11:17:00.903709Z
txn_01cy1kre61y03vj6pnqyck6ccr,c8cb7a08-fdd0-4efc-b3a0-6f01d827e534,,,fnce636119703054,45000000000000000000,,,,snuk501701774831,45000000000000000000,,1.0,2018-12-06T11:17:01.249116Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.249986Z,2018-12-06T11:17:01.257507Z
txn_01cy1kre6s50prct666487fhrd,029b332f-4149-4f5a-8c37-0fcfa55b58e6,,,snuk501701774831,19000000000000000000,,,,fnce636119703054,19000000000000000000,,1.0,2018-12-06T11:17:01.272428Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.273363Z,2018-12-06T11:17:01.280502Z
txn_01cy1kre7c2g7qwsx0546zenvz,ed4d00fc-d32a-4e56-8f64-58cf126dde35,,,fnce636119703054,51000000000000000000,,,,snuk501701774831,51000000000000000000,,1.0,2018-12-06T11:17:01.291869Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.292497Z,2018-12-06T11:17:01.298675Z
txn_01cy1kre81jth6p7tsmjz79dcs,826a5ecd-129b-4403-b6fa-5f35a47cabf9,,,fnce636119703054,83000000000000000000,,,,xcyg367194970419,83000000000000000000,,1.0,2018-12-06T11:17:01.312884Z,,,,{},{},confirmed,,,2018-12-06T11:17:01.313770Z,2018-12-06T11:17:01.320260Z
txn_01cydtzceykbak78nxft3ng98k,5097086,,,fnce636119703054,629165585462953728,,,,whfm199358818972,629165585462953728,,,,,,,{},{},confirmed,,,2018-12-11T05:14:02.078896Z,2018-12-11T05:14:02.090860Z
txn_01cydtzmpg9we826jtkwv1072b,802394,,,fnce636119703054,843170845497630208,,,,whfm199358818972,843170845497630208,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.512619Z,2018-12-11T05:14:10.533772Z
txn_01cydtzmx3c2wa50d8emj5mq3n,6194111,,,fnce636119703054,838436146706549504,,,,whfm199358818972,838436146706549504,,,,,,,{},{},confirmed,,,2018-12-11T05:14:10.723424Z,2018-12-11T05:14:10.748950Z
txn_01cydtzn9s3vjk0hd60scf3vwb,3913314,,,fnce636119703054,235570741728164384,,,,whfm199358818972,235570741728164384,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.129039Z,2018-12-11T05:14:11.145849Z
txn_01cydtznwzbfeqz4dh3zxgk8kq,2987903,,,fnce636119703054,49773712002280088,,,,whfm199358818972,49773712002280088,,,,,,,{},{},confirmed,,,2018-12-11T05:14:11.743810Z,2018-12-11T05:14:11.772905Z
txn_01cy1krdx92pt84064224y3qb6,99495187-a6cb-4118-9d3e-f4a87863d717,,,fnce636119703054,3000000000000000000000,,,,rgrx373795235270,3000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-06T11:17:00.969377Z,2018-12-06T11:17:00.980870Z
txn_01cydty7zyd43ecjdmd6k6x61n,13200ae0-0333-442c-87bf-1edd1eb11726,,,gnis000000000000,1000000000000000000000000,,,,fnce636119703054,1000000000000000000000000,,,,,,,{},{},confirmed,,,2018-12-11T05:13:24.734112Z,2018-12-11T05:13:24.835269Z
txn_01cydty8j9fnk90grwv32w6xb8,1128098,,,fnce636119703054,552999648889316864,,,,whfm199358818972,552999648889316864,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.321602Z,2018-12-11T05:13:25.338020Z
txn_01cydty8nbd4mrrb3mdj9tpbf4,9425206,,,fnce636119703054,396604815516266112,,,,whfm199358818972,396604815516266112,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.419829Z,2018-12-11T05:13:25.439741Z
txn_01cydty8ndaf9m7b2cp1swbttf,8108533,,,fnce636119703054,862557958469405952,,,,whfm199358818972,862557958469405952,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.421616Z,2018-12-11T05:13:25.445217Z
txn_01cydty8rnj5me3y7y5cwr6ff1,568515,,,fnce636119703054,871754664277798656,,,,whfm199358818972,871754664277798656,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.525649Z,2018-12-11T05:13:25.541344Z
txn_01cydty8rm40da3bprhhqbay3s,6617285,,,fnce636119703054,452581898940377792,,,,whfm199358818972,452581898940377792,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.524532Z,2018-12-11T05:13:25.549751Z
txn_01cydty8rnwjwqdyd0rag4hwpe,722558,,,fnce636119703054,530859640656126592,,,,whfm199358818972,530859640656126592,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.525862Z,2018-12-11T05:13:25.558080Z
txn_01cydty8vyaef67wb6ve77e934,6464976,,,fnce636119703054,999003066849159808,,,,whfm199358818972,999003066849159808,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.630152Z,2018-12-11T05:13:25.650057Z
txn_01cydty8vz2nbf6vckprhrjz5j,7016471,,,fnce636119703054,240437679851131840,,,,whfm199358818972,240437679851131840,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.631973Z,2018-12-11T05:13:25.654292Z
txn_01cydty8w0geskfzx2n0xjwvpx,4917665,,,fnce636119703054,628830613743975552,,,,whfm199358818972,628830613743975552,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.632536Z,2018-12-11T05:13:25.663818Z
txn_01cydtzcezahez21yfc2sv6nyd,1017647,,,fnce636119703054,23822441694602236,,,,whfm199358818972,23822441694602236,,,,,,,{},{},confirmed,,,2018-12-11T05:14:02.079231Z,2018-12-11T05:14:02.099182Z
txn_01cydty8zcfqs2dcb6zdn85y1f,4383561,,,fnce636119703054,108243950645049216,,,,whfm199358818972,108243950645049216,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.740209Z,2018-12-11T05:13:25.763709Z
txn_01cydty8zcwmhy379m6htmrxpc,3680762,,,fnce636119703054,279106215717209408,,,,whfm199358818972,279106215717209408,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.740142Z,2018-12-11T05:13:25.770901Z
txn_01cydty92w7f3asn750vczy9m4,2700911,,,fnce636119703054,602520078486519808,,,,whfm199358818972,602520078486519808,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.852909Z,2018-12-11T05:13:25.867805Z
txn_01cydty963279z0xv8g4htf3xk,2082494,,,fnce636119703054,752763062178731136,,,,whfm199358818972,752763062178731136,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.955584Z,2018-12-11T05:13:25.972694Z
txn_01cydty995d42xsp53ymz16hta,6317234,,,fnce636119703054,58687951780609368,,,,whfm199358818972,58687951780609368,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.053723Z,2018-12-11T05:13:26.073747Z
txn_01cydty9c95bv5mwedj8k1thhe,3482034,,,fnce636119703054,436213998145559360,,,,whfm199358818972,436213998145559360,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.153267Z,2018-12-11T05:13:26.173915Z
txn_01cydty9f80yjdwntsp7f2q3jg,2297368,,,fnce636119703054,792169003927961600,,,,whfm199358818972,792169003927961600,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.248818Z,2018-12-11T05:13:26.259346Z
txn_01cydty9f8sshy6d1j0xmxtm3j,3194169,,,fnce636119703054,174789432458784864,,,,whfm199358818972,174789432458784864,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.248954Z,2018-12-11T05:13:26.266286Z
txn_01cydty9na7yakpa8mb5v4h25r,4890290,,,fnce636119703054,68003746371528728,,,,whfm199358818972,68003746371528728,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.442844Z,2018-12-11T05:13:26.464351Z
txn_01cydty9rjtavgqdvfbz5zzxtf,5267645,,,fnce636119703054,342980647185000640,,,,whfm199358818972,342980647185000640,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.546287Z,2018-12-11T05:13:26.573902Z
txn_01cydty9vyc0y5tdvxb3rbejhn,6614836,,,fnce636119703054,688597739256016256,,,,whfm199358818972,688597739256016256,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.654352Z,2018-12-11T05:13:26.671699Z
txn_01cydty9z3q88pnb3ngj92j5ye,9713566,,,fnce636119703054,357040502897246336,,,,whfm199358818972,357040502897246336,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.755938Z,2018-12-11T05:13:26.782287Z
txn_01cydty8zbehmgj6mw8vaptv3h,2574027,,,fnce636119703054,489628306730487936,,,,whfm199358818972,489628306730487936,,,,,,,{},{},confirmed,,,2018-12-11T05:13:25.739535Z,2018-12-11T05:13:25.777647Z
txn_01cydty9j69f926dcs3sn05v0h,3277953,,,fnce636119703054,331114017026763328,,,,whfm199358818972,331114017026763328,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.342452Z,2018-12-11T05:13:26.365490Z
txn_01cydty9nad9q5b0ct92hnxg5q,2084132,,,fnce636119703054,396701440065966080,,,,whfm199358818972,396701440065966080,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.442702Z,2018-12-11T05:13:26.457871Z
txn_01cydty9vw8hm1vzp8q30zjy6y,4184107,,,fnce636119703054,133194878480859984,,,,whfm199358818972,133194878480859984,,,,,,,{},{},confirmed,,,2018-12-11T05:13:26.652435Z,2018-12-11T05:13:26.676227Z
